CustomerID,SubscriptionLength,MonthlySpending,TotalSpent,ContractType,HasPremiumSupport,Churn
617,16,10.72,171.52,Monthly,No,0
618,26,124.79,3244.54,Monthly,No,1
619,26,42.01,1092.26,Yearly,No,0
620,48,137.22,6586.56,Yearly,No,0
621,21,10.16,213.36,Yearly,No,1
622,39,87.87,3426.93,Monthly,No,0
623,36,115.93,4173.48,Monthly,No,0
624,33,46.22,1525.26,Yearly,No,0
625,30,37.04,1111.2,Monthly,Yes,0
626,37,21.77,805.49,Monthly,No,0
627,23,55.7,1281.1,Monthly,No,1
628,58,88.38,5126.04,Monthly,Yes,1
629,10,26.22,262.2,Monthly,No,0
630,54,62.74,3387.96,Monthly,No,0
631,5,11.27,56.35,Yearly,Yes,0
632,36,124.62,4486.32,Monthly,Yes,1
633,34,27.98,951.32,Monthly,Yes,0
634,52,49.67,2582.84,Monthly,Yes,0
635,31,12.58,389.98,Yearly,Yes,0
636,10,70.51,705.1,Monthly,No,0
637,58,127.62,7401.96,Monthly,Yes,0
638,19,64.9,1233.1,Monthly,No,1
639,58,35.13,2037.54,Yearly,Yes,0
640,32,115.52,3696.64,Monthly,No,1
641,1,120.43,120.43,Yearly,No,0
642,56,34.33,1922.48,Yearly,No,0
643,5,117.92,589.6,Monthly,Yes,1
644,45,142.62,6417.9,Yearly,No,0
645,4,33.29,133.16,Monthly,Yes,0
646,16,117.94,1887.04,Yearly,Yes,0
647,24,109.2,2620.8,Monthly,No,1
648,16,76.3,1220.8,Yearly,Yes,0
649,55,18.11,996.05,Monthly,Yes,1
650,2,20.46,40.92,Monthly,Yes,0
651,49,129.34,6337.66,Monthly,No,1
652,28,148.62,4161.36,Monthly,No,1
653,32,104.65,3348.8,Monthly,No,1
654,27,72.43,1955.61,Monthly,No,0
655,20,100.66,2013.2,Monthly,Yes,0
656,24,93.22,2237.28,Monthly,No,0
657,12,63.71,764.52,Yearly,Yes,0
658,50,19.19,959.5,Monthly,No,0
659,35,125.01,4375.35,Monthly,No,1
660,60,62.06,3723.6,Monthly,Yes,0
661,33,124.63,4112.79,Monthly,Yes,0
662,33,45.35,1496.55,Yearly,No,0
663,51,10.14,517.14,Monthly,No,0
664,43,32.25,1386.75,Yearly,No,0
665,37,75.6,2797.2,Yearly,No,0
666,12,142.2,1706.4,Yearly,No,1
667,3,24.31,72.93,Monthly,No,1
668,1,129.59,129.59,Yearly,No,0
669,33,83.78,2764.74,Yearly,Yes,0
670,40,125.63,5025.2,Monthly,No,0
671,10,51.77,517.7,Monthly,No,0
672,43,127.59,5486.37,Monthly,No,1
673,44,118.2,5200.8,Monthly,Yes,1
674,29,42.21,1224.09,Monthly,Yes,0
675,13,28.39,369.07,Monthly,No,0
676,12,131.53,1578.36,Monthly,Yes,1
677,31,144.85,4490.35,Monthly,No,1
678,46,14.38,661.48,Monthly,No,0
679,2,112.38,224.76,Monthly,No,1
680,51,137.33,7003.83,Monthly,No,1
681,50,130.03,6501.5,Monthly,Yes,0
682,35,145.03,5076.05,Monthly,Yes,1
683,23,116.41,2677.43,Yearly,No,0
684,17,71.92,1222.64,Monthly,Yes,1
685,26,53.67,1395.42,Monthly,No,1
686,8,54.9,439.2,Yearly,No,0
687,29,111.42,3231.18,Monthly,No,1
688,26,114.42,2974.92,Monthly,No,0
689,10,38.05,380.5,Yearly,No,1
690,26,131.54,3420.04,Yearly,No,0
691,34,110.09,3743.06,Monthly,No,1
692,51,88.79,4528.29,Monthly,No,1
693,41,76.01,3116.41,Yearly,Yes,1
694,7,86.05,602.35,Monthly,No,1
695,4,32.29,129.16,Monthly,Yes,0
696,58,38.52,2234.16,Yearly,No,1
697,53,22.76,1206.28,Monthly,Yes,0
698,50,31.51,1575.5,Monthly,Yes,1
699,45,73.52,3308.4,Monthly,Yes,0
700,11,84.25,926.75,Yearly,No,0
701,29,12.5,362.5,Monthly,Yes,0
702,56,121.55,6806.8,Monthly,No,1
703,36,51.18,1842.48,Monthly,No,0
704,25,137.66,3441.5,Monthly,No,0
705,21,145.45,3054.45,Monthly,No,1
706,57,35.96,2049.72,Yearly,No,0
707,36,74.69,2688.84,Monthly,Yes,1
708,10,10.17,101.7,Monthly,Yes,0
709,37,93.77,3469.49,Yearly,No,0
710,9,95.02,855.18,Monthly,Yes,0
711,24,44.66,1071.84,Yearly,No,0
712,35,88.18,3086.3,Monthly,Yes,0
713,49,41.58,2037.42,Monthly,No,0
714,35,32.52,1138.2,Monthly,No,0
715,48,101.21,4858.08,Yearly,Yes,1
716,36,55.63,2002.68,Monthly,Yes,1
717,18,92.64,1667.52,Monthly,Yes,0
718,49,70.65,3461.85,Monthly,Yes,1
719,39,147.81,5764.59,Monthly,Yes,0
720,32,30.94,990.08,Monthly,Yes,0
721,24,75.04,1800.96,Yearly,Yes,0
722,23,105.26,2420.98,Monthly,Yes,0
723,32,65.38,2092.16,Yearly,No,0
724,37,146.46,5419.02,Monthly,Yes,0
725,12,111.06,1332.72,Monthly,No,0
726,49,101.98,4997.02,Monthly,Yes,1
727,55,115.99,6379.45,Monthly,Yes,0
728,13,143.37,1863.81,Yearly,Yes,0
729,23,137.09,3153.07,Yearly,Yes,0
730,25,111.4,2785.0,Monthly,Yes,0
731,35,114.88,4020.8,Monthly,No,1
732,41,30.43,1247.63,Monthly,Yes,0
733,30,24.39,731.7,Yearly,No,1
734,17,89.93,1528.81,Monthly,No,0
735,49,12.57,615.93,Monthly,No,0
736,20,77.53,1550.6,Yearly,No,0
737,48,39.45,1893.6,Monthly,No,0
738,25,58.44,1461.0,Monthly,Yes,0
739,22,118.61,2609.42,Monthly,No,1
740,13,141.77,1843.01,Yearly,No,0
741,59,20.14,1188.26,Monthly,No,0
742,19,84.79,1611.01,Monthly,No,0
743,49,133.55,6543.95,Monthly,Yes,0
744,36,21.55,775.8,Monthly,No,0
745,12,125.43,1505.16,Monthly,No,0
746,41,60.09,2463.69,Monthly,No,0
747,19,55.09,1046.71,Monthly,No,0
748,12,146.85,1762.2,Monthly,No,1
749,9,38.12,343.08,Monthly,No,0
750,7,107.05,749.35,Monthly,Yes,0
751,28,125.0,3500.0,Yearly,Yes,0
752,14,15.77,220.78,Monthly,No,1
753,31,103.85,3219.35,Yearly,Yes,0
754,52,143.22,7447.44,Yearly,No,1
755,19,27.39,520.41,Monthly,No,0
756,58,135.47,7857.26,Monthly,Yes,1
757,47,93.27,4383.69,Monthly,No,0
758,16,96.32,1541.12,Monthly,Yes,0
759,53,95.81,5077.93,Monthly,No,0
760,5,51.84,259.2,Monthly,No,0
761,35,140.93,4932.55,Monthly,No,0
762,12,142.63,1711.56,Yearly,Yes,0
763,25,97.54,2438.5,Monthly,Yes,0
764,52,119.68,6223.36,Yearly,Yes,1
765,59,95.72,5647.48,Monthly,No,0
766,21,77.82,1634.22,Yearly,No,0
767,36,102.51,3690.36,Monthly,No,0
768,53,87.42,4633.26,Monthly,No,0
769,23,93.65,2153.95,Monthly,Yes,0
770,16,119.74,1915.84,Monthly,No,1
771,57,77.33,4407.81,Monthly,Yes,0
772,39,15.71,612.69,Yearly,Yes,0
773,45,32.96,1483.2,Monthly,No,0
774,53,71.41,3784.73,Monthly,Yes,1
775,42,111.48,4682.16,Yearly,No,0
776,58,93.06,5397.48,Yearly,No,0
777,39,101.04,3940.56,Monthly,No,1
778,14,77.1,1079.4,Monthly,No,0
779,31,96.2,2982.2,Monthly,No,1
780,58,56.06,3251.48,Monthly,No,0
781,5,75.83,379.15,Yearly,No,0
782,35,114.2,3997.0,Yearly,No,0
783,23,132.06,3037.38,Yearly,Yes,0
784,29,70.71,2050.59,Yearly,Yes,1
785,43,16.11,692.73,Monthly,No,0
786,11,32.63,358.93,Yearly,No,0
787,18,12.92,232.56,Yearly,Yes,0
788,47,101.46,4768.62,Monthly,No,0
789,12,56.52,678.24,Yearly,Yes,0
790,9,85.95,773.55,Monthly,No,0
791,10,79.06,790.6,Monthly,No,0
792,58,21.41,1241.78,Yearly,No,0
793,44,66.46,2924.24,Monthly,No,0
794,17,40.88,694.96,Monthly,Yes,0
795,38,68.58,2606.04,Monthly,No,0
796,7,38.5,269.5,Monthly,Yes,1
797,46,127.66,5872.36,Yearly,Yes,1
798,13,34.39,447.07,Monthly,No,0
799,40,144.51,5780.4,Monthly,Yes,0
800,42,68.23,2865.66,Yearly,No,0
801,9,128.47,1156.23,Monthly,No,0
802,50,98.03,4901.5,Monthly,Yes,0
803,27,112.95,3049.65,Monthly,No,0
804,58,117.48,6813.84,Yearly,No,0
805,2,80.68,161.36,Monthly,No,1
806,5,86.06,430.3,Monthly,No,0
807,29,81.96,2376.84,Monthly,Yes,0
808,37,92.33,3416.21,Monthly,Yes,0
809,38,14.12,536.56,Monthly,Yes,0
810,19,65.37,1242.03,Monthly,Yes,1
811,8,94.87,758.96,Monthly,No,0
812,48,93.68,4496.64,Yearly,No,0
813,45,121.01,5445.45,Monthly,No,0
814,1,101.7,101.7,Yearly,No,0
815,22,148.9,3275.8,Yearly,No,0
816,52,49.74,2586.48,Yearly,Yes,1
817,17,60.28,1024.76,Monthly,No,1
818,7,63.74,446.18,Monthly,No,0
819,25,75.21,1880.25,Monthly,No,0
820,45,127.04,5716.8,Monthly,Yes,1
821,4,43.01,172.04,Monthly,Yes,0
822,36,118.64,4271.04,Yearly,No,0
823,6,66.74,400.44,Yearly,No,0
824,60,94.26,5655.6,Monthly,Yes,0
825,31,98.56,3055.36,Monthly,No,0
826,19,62.2,1181.8,Yearly,No,0
827,44,81.77,3597.88,Monthly,Yes,0
828,54,67.82,3662.28,Monthly,Yes,0
829,39,19.68,767.52,Yearly,No,0
830,27,71.2,1922.4,Monthly,Yes,1
831,10,23.64,236.4,Monthly,Yes,1
832,26,66.7,1734.2,Monthly,No,1
833,19,93.01,1767.19,Yearly,Yes,0
834,39,91.12,3553.68,Monthly,Yes,0
835,3,102.77,308.31,Monthly,Yes,0
836,45,23.34,1050.3,Monthly,Yes,0
837,13,101.3,1316.9,Monthly,No,0
838,50,53.7,2685.0,Monthly,No,0
839,28,65.87,1844.36,Yearly,No,0
840,58,130.12,7546.96,Monthly,No,1
841,20,11.26,225.2,Yearly,No,0
842,28,92.38,2586.64,Monthly,Yes,0
843,8,93.82,750.56,Monthly,Yes,0
844,41,65.53,2686.73,Monthly,Yes,1
845,39,43.18,1684.02,Monthly,Yes,0
846,1,42.85,42.85,Monthly,Yes,1
847,3,133.72,401.16,Monthly,No,1
848,13,71.88,934.44,Monthly,No,0
849,28,56.32,1576.96,Monthly,No,0
850,57,72.83,4151.31,Monthly,Yes,0
851,60,103.71,6222.6,Yearly,No,0
852,49,30.41,1490.09,Yearly,Yes,0
853,25,72.92,1823.0,Monthly,No,0
854,56,92.3,5168.8,Monthly,Yes,1
855,33,142.8,4712.4,Monthly,Yes,1
856,38,45.35,1723.3,Monthly,Yes,0
857,53,60.3,3195.9,Monthly,Yes,0
858,6,63.11,378.66,Yearly,Yes,0
859,58,94.78,5497.24,Monthly,Yes,0
860,44,59.94,2637.36,Monthly,Yes,0
861,45,84.69,3811.05,Yearly,Yes,0
862,32,119.45,3822.4,Monthly,Yes,1
863,45,108.75,4893.75,Yearly,No,0
864,47,72.49,3407.03,Monthly,No,1
865,21,130.99,2750.79,Monthly,No,0
866,16,88.14,1410.24,Monthly,No,0
867,54,85.59,4621.86,Monthly,No,0
868,21,14.79,310.59,Yearly,Yes,0
869,11,148.14,1629.54,Monthly,Yes,0
870,60,27.22,1633.2,Yearly,Yes,0
871,37,42.36,1567.32,Monthly,No,0
872,36,17.24,620.64,Monthly,No,0
873,35,99.6,3486.0,Monthly,No,0
874,19,41.46,787.74,Monthly,No,0
875,20,35.2,704.0,Yearly,No,0
876,57,22.4,1276.8,Monthly,No,1
877,18,24.46,440.28,Monthly,Yes,0
878,47,91.85,4316.95,Monthly,Yes,1
879,41,106.35,4360.35,Monthly,No,1
880,49,65.63,3215.87,Monthly,No,1
881,14,77.19,1080.66,Monthly,No,0
882,15,106.04,1590.6,Yearly,No,0
883,31,12.43,385.33,Monthly,Yes,0
884,1,55.24,55.24,Monthly,No,0
885,53,146.23,7750.19,Monthly,No,1
886,54,91.22,4925.88,Monthly,No,0
887,54,45.59,2461.86,Yearly,No,0
888,3,83.04,249.12,Monthly,Yes,0
889,16,57.97,927.52,Monthly,Yes,0
890,23,84.51,1943.73,Monthly,Yes,0
891,57,27.6,1573.2,Monthly,No,0
892,11,28.58,314.38,Monthly,No,0
893,12,30.1,361.2,Yearly,No,0
894,10,141.57,1415.7,Yearly,Yes,1
895,32,112.61,3603.52,Yearly,No,0
896,16,32.73,523.68,Monthly,No,0
897,8,36.37,290.96,Monthly,Yes,1
898,38,112.32,4268.16,Monthly,Yes,1
899,12,31.86,382.32,Monthly,No,0
900,24,42.84,1028.16,Yearly,No,0
901,28,144.87,4056.36,Monthly,No,1
902,53,45.74,2424.22,Yearly,Yes,0
903,8,102.63,821.04,Yearly,No,0
904,58,147.01,8526.58,Monthly,Yes,0
905,28,62.4,1747.2,Monthly,No,1
906,36,12.45,448.2,Monthly,Yes,0
907,26,44.18,1148.68,Monthly,Yes,0
908,8,126.32,1010.56,Yearly,No,0
909,58,131.05,7600.9,Monthly,Yes,1
910,60,117.59,7055.4,Monthly,No,0
911,50,25.84,1292.0,Monthly,Yes,0
912,28,121.37,3398.36,Yearly,Yes,1
913,28,138.61,3881.08,Monthly,No,1
914,37,94.09,3481.33,Yearly,Yes,0
915,41,141.72,5810.52,Monthly,Yes,0
916,36,125.76,4527.36,Yearly,No,0
917,27,103.38,2791.26,Yearly,No,0
918,54,90.81,4903.74,Monthly,Yes,0
919,17,58.8,999.6,Monthly,Yes,0
920,9,32.3,290.7,Yearly,No,0
921,33,94.69,3124.77,Monthly,No,0
922,53,54.54,2890.62,Yearly,No,1
923,20,131.3,2626.0,Monthly,No,0
924,13,149.07,1937.91,Yearly,No,0
925,28,115.34,3229.52,Yearly,Yes,0
926,48,22.67,1088.16,Yearly,No,0
927,29,50.42,1462.18,Monthly,Yes,0
928,13,25.28,328.64,Monthly,No,0
929,46,101.07,4649.22,Monthly,No,0
930,35,117.13,4099.55,Monthly,No,0
931,6,139.59,837.54,Monthly,No,1
932,18,71.34,1284.12,Monthly,Yes,0
933,51,136.19,6945.69,Yearly,Yes,0
934,5,132.9,664.5,Monthly,Yes,1
935,47,54.41,2557.27,Monthly,Yes,0
936,25,131.65,3291.25,Monthly,Yes,0
937,2,62.59,125.18,Monthly,No,0
938,10,51.56,515.6,Monthly,Yes,0
939,56,100.87,5648.72,Yearly,Yes,0
940,30,55.97,1679.1,Yearly,No,0
941,50,98.23,4911.5,Monthly,Yes,0
942,59,95.38,5627.42,Monthly,No,1
943,45,88.88,3999.6,Yearly,No,0
944,5,63.26,316.3,Monthly,Yes,0
945,55,86.79,4773.45,Monthly,No,0
946,56,93.51,5236.56,Monthly,No,0
947,33,86.4,2851.2,Monthly,Yes,0
948,54,72.22,3899.88,Monthly,Yes,0
949,1,12.05,12.05,Monthly,No,0
950,18,92.19,1659.42,Monthly,Yes,0
951,32,33.58,1074.56,Yearly,No,0
952,47,99.96,4698.12,Monthly,No,0
953,49,116.31,5699.19,Yearly,Yes,0
954,11,80.06,880.66,Yearly,Yes,0
955,21,85.93,1804.53,Monthly,No,1
956,26,143.21,3723.46,Monthly,Yes,0
957,25,128.6,3215.0,Monthly,Yes,1
958,22,137.99,3035.78,Monthly,No,0
959,59,123.93,7311.87,Yearly,No,0
960,27,25.25,681.75,Monthly,No,0
961,49,30.86,1512.14,Yearly,Yes,1
962,13,83.73,1088.49,Monthly,Yes,0
963,33,44.45,1466.85,Monthly,Yes,0
964,34,76.74,2609.16,Monthly,Yes,0
965,41,65.21,2673.61,Monthly,Yes,0
966,35,86.92,3042.2,Monthly,No,0
967,1,114.56,114.56,Monthly,No,1
968,21,110.17,2313.57,Monthly,No,0
969,48,82.97,3982.56,Monthly,No,0
970,55,125.14,6882.7,Yearly,Yes,0
971,6,70.32,421.92,Monthly,Yes,0
972,28,135.54,3795.12,Yearly,No,0
973,17,19.98,339.66,Yearly,No,0
974,5,143.65,718.25,Yearly,Yes,0
975,31,101.66,3151.46,Monthly,No,0
976,5,63.21,316.05,Yearly,No,0
977,38,37.6,1428.8,Monthly,No,0
978,3,77.09,231.27,Monthly,No,0
979,53,37.24,1973.72,Monthly,Yes,0
980,23,33.29,765.67,Yearly,No,0
981,37,96.43,3567.91,Monthly,No,1
982,53,83.23,4411.19,Yearly,No,0
983,37,103.81,3840.97,Monthly,Yes,0
984,10,140.14,1401.4,Yearly,No,0
985,10,84.52,845.2,Yearly,No,0
986,19,91.33,1735.27,Monthly,No,0
987,17,22.55,383.35,Yearly,No,0
988,21,110.47,2319.87,Monthly,No,1
989,14,65.99,923.86,Monthly,Yes,0
990,9,146.74,1320.66,Monthly,No,0
991,46,125.24,5761.04,Monthly,No,1
992,1,83.15,83.15,Monthly,Yes,0
993,51,27.25,1389.75,Monthly,No,0
994,45,130.32,5864.4,Monthly,No,1
995,13,121.97,1585.61,Yearly,No,0
996,4,35.84,143.36,Yearly,Yes,0
997,1,51.34,51.34,Yearly,No,0
998,49,121.08,5932.92,Yearly,Yes,0
999,40,35.93,1437.2,Yearly,Yes,0
1000,32,138.49,4431.68,Monthly,No,0
